0.307617;395
1.21399;397
2.49939;399
3.66943;402
4.88892;404
6.71814;407
7.90466;410
9.05823;414
10.3711;417
11.3434;421
12.2772;424
13.7494;427
14.8425;428
15.9521;430
17.9681;441
19.6106;0
20.9839;504
22.0441;512
23.2141;516
24.3567;521
25.5927;526
26.5155;535
27.6361;541
28.7787;547
29.8718;555
30.9485;562
32.0911;571
33.1512;579
34.1675;590
35.3265;599
36.6394;609
37.6392;619
38.7762;631
39.9023;644
40.9186;658
42.0447;671
43.0444;688
44.1705;705
45.3735;721
46.4667;735
47.4829;755
48.6694;775
51.6852;963
52.7509;0
54.7339;1250
55.8545;1256
56.1786;0
58.9362;1978
60.7489;0
61.9684;960
63.1714;951
64.325;978
65.3577;1021
66.4838;1018
67.7142;1000
68.9502;940
70.0104;987
71.12;981
73.4326;987
75.965;2393
77.8931;0
78.2776;2456
79.4366;2391
80.6067;2327
81.7328;2277
82.8424;2228
83.9795;2189
85.1221;2144
86.2921;2095
87.4347;2055
88.5773;2013
89.7803;1986
90.9009;1947
92.0435;1926
93.2135;1930
94.3561;1986
95.4657;2032
96.5918;2097
97.6685;2170
100.887;3291
101.893;0
102.03;3380
103.156;3433
104.293;3537
105.403;3699
107.715;3688
108.902;3321
110.045;3246
111.187;3226
112.308;3205
113.483;3187
114.609;3169
115.779;3178
116.906;3203
118.043;3235
119.136;3283
120.311;3401
121.437;3382
122.514;3803
123.668;3839
130.512;3863
131.671;3550
132.874;3240
134.061;2956
135.198;2910
136.34;2911
137.466;2913
138.62;2930
139.746;2949
140.856;3231
145.388;3417
148.81;3358
149.886;4143
151.029;4160
158.027;3482
159.203;3452
184.592;2382
185.718;2391
191.371;2773
192.574;2367
194.843;2594
195.936;2654
197.062;2978
198.182;2963
199.325;2953
200.468;2925
201.621;2893
202.841;2884
203.983;2876
206.812;1471
209.745;2794
210.905;2791
211.608;0
212.075;2782
213.217;2777
214.354;2743
215.513;2777
216.656;2771
217.809;2770
218.952;2768
220.106;2653
221.248;2746
222.385;2738
223.544;2761
224.67;2762
225.84;2697
227.01;2609
228.312;2072
230.499;2455
231.625;2458
234.031;2038
237.656;1721
239.996;1556
241.276;1395
243.699;1234
244.885;1169
247.39;1052
248.544;1007
249.714;1011
250.823;1021
251.966;1035
253.109;1051
254.202;1065
255.372;1080
256.481;1096
257.558;1114
258.701;1130
259.827;1146
260.936;1171
262.062;1187
263.232;1211
264.309;1234
265.452;1302
266.589;1278
267.781;1253
268.934;1234
270.121;1210
271.307;1194
272.433;1172
273.576;1158
274.763;1167
275.702;1191
276.828;1219
277.932;1256
279.058;1294
280.168;1334
281.277;1375
282.42;1420
283.497;1478
284.59;1543
285.683;1595
286.765;1671
287.902;1747
288.984;1828
290.121;1903
291.187;2023
292.297;2136
293.373;2283
294.5;2409
295.62;2410
296.763;2410
297.905;2434
299.136;2488
301.465;2305
302.651;2181
303.777;2137
304.964;2129
306.057;2131
307.293;1945
308.529;1807
309.622;1803
310.781;1810
311.902;1803
313.028;1804
314.214;1815
316.544;1698
317.714;1709
318.779;1805
320.015;1601
321.262;1423
322.559;1282
323.828;1157
326.404;536
327.656;506
328.953;496
330.167;488
331.386;484
332.699;476
333.622;467
335.138;457
336.138;451
337.357;443
338.687;436
339.62;430
341.153;425
342.015;421
343.542;416
344.465;412
345.558;410
346.948;407
347.921;404
349.277;401
350.42;400
351.436;398
352.733;397
353.639;395
354.468;395
355.715;394
357.858;396
359.198;396
0.76355;397
1.90613;398
2.79602;399
3.88916;402
4.88892;404
5.21851;405
6.4325;406
7.40479;407
8.5144;412
9.60754;415
10.6073;420
11.8103;423
12.7771;427
13.7494;427
14.9963;430
15.9521;430
16.2158;432
17.265;437
18.6548;444
19.6106;0
20.0775;0
21.5607;505
22.6208;514
23.7634;518
24.7961;523
25.9332;532
26.5155;535
27.1527;536
28.0756;543
29.295;550
30.4486;558
31.355;565
32.4976;573
33.6676;582
34.6674;594
35.8868;601
36.6394;609
37.0129;614
38.1061;625
39.1553;638
40.3253;650
41.3251;663
42.4347;677
43.6377;693
44.7473;710
45.7306;727
46.8073;742
47.4829;755
48.0432;762
49.043;783
51.6852;963
52.0752;0
53.2178;0
54.3604;0
55.5029;0
56.1786;0
58.9307;0
59.4196;1983
60.0732;0
61.9684;960
62.5122;945
63.6383;959
64.7314;992
65.7642;1035
66.4838;1018
67.0276;1011
68.1372;1000
70.7959;2162
71.12;981
73.0426;2232
74.1687;2270
75.3278;2363
76.4484;2397
77.558;2429
78.761;2431
79.9036;2359
80.6067;2327
81.0571;2312
82.1997;2252
83.2928;2208
84.4189;2174
85.578;2126
86.748;2077
87.9346;2034
88.5773;2013
89.0277;2012
90.2307;1970
91.3568;1940
92.5104;1923
93.653;1950
94.7955;1998
95.8887;2053
96.9818;2123
97.6685;2170
98.1079;2195
100.168;3262
101.327;3313
102.453;3400
103.574;3463
104.716;3540
105.403;3699
106.979;3636
107.715;3688
108.155;3521
109.308;3292
110.451;3249
111.594;3203
112.747;3206
113.906;3184
114.609;3169
115.027;3170
116.169;3179
117.312;3206
118.433;3255
119.575;3315
120.685;3374
121.437;3382
122.921;3845
123.668;3839
124.074;3839
129.776;3808
130.902;3816
131.671;3550
132.089;3336
133.248;3258
134.434;2918
135.577;2923
136.73;2922
137.856;2928
138.966;2946
139.746;2949
140.109;2933
144.608;3420
145.745;3452
148.81;3358
149.167;3384
150.233;4173
151.029;4160
158.373;3476
159.5;3446
184.889;2365
185.718;2391
191.64;2742
192.574;2367
194.843;2594
195.106;2590
196.232;2683
197.325;2980
198.452;2964
199.622;2931
200.764;2907
201.89;2892
202.841;2884
203.093;2883
204.247;2874
206.812;1471
209.998;2793
210.905;2791
211.124;2788
212.294;2783
213.42;2776
214.574;2774
215.7;2767
216.843;2773
217.809;2770
218.013;2770
219.155;2769
220.309;2652
221.435;2745
222.578;2757
223.731;2776
224.874;2740
225.84;2697
226.027;2710
227.01;2609
228.516;2071
229.609;2328
230.652;2653
231.965;1951
233.015;2352
234.294;1909
236.667;1704
237.903;1661
239.996;1556
240.249;1539
241.276;1395
243.951;1225
244.885;1169
245.089;1169
247.527;1045
248.714;1008
249.89;1016
250.823;1021
251.043;1022
252.092;1035
253.202;1051
254.355;1065
255.449;1080
256.641;1096
257.701;1113
258.777;1130
259.937;1147
260.936;1171
261.03;1171
262.156;1188
263.342;1212
264.386;1241
265.496;1302
266.699;1271
267.874;1252
268.967;1234
270.17;1205
271.39;1187
272.527;1172
273.653;1159
274.746;1168
275.856;1191
276.982;1219
277.932;1256
278.108;1257
279.218;1300
280.311;1340
281.448;1376
282.48;1435
283.64;1491
284.766;1544
285.87;1608
286.968;1680
287.902;1747
288.029;1756
289.155;1837
290.231;1921
291.374;2024
292.467;2151
293.56;2302
294.67;2409
295.812;2408
296.933;2412
297.905;2434
298.092;2434
299.279;2483
301.608;2287
302.745;2180
303.92;2136
304.964;2129
305.057;2129
306.2;2131
307.48;1818
308.589;1807
309.765;1805
310.902;1811
311.902;1803
312.028;1803
313.171;1805
314.297;1807
315.544;1703
316.653;1705
317.823;1710
318.906;1805
320.109;1589
321.432;1408
322.625;1271
323.965;1151
326.667;535
327.843;506
328.953;496
329.073;496
330.156;490
331.436;484
332.715;474
333.902;466
334.935;457
335.138;457
336.434;450
337.467;443
338.654;436
339.95;430
341.186;425
342.433;421
343.499;416
344.702;412
345.998;410
346.778;407
347.921;404
348.14;404
349.217;401
350.277;400
351.546;398
352.776;397
353.842;395
354.935;394
355.715;394
356.045;393
357.281;394
358.292;396
359.297;395
0.576782;397
1.90613;398
2.74658;399
3.94958;402
4.88892;404
5.38879;405
6.33911;406
7.57507;407
8.37158;412
9.70093;416
10.9479;420
11.8433;422
12.7771;427
13.0463;426
14.3262;428
15.4358;430
16.3696;432
17.5616;437
18.6218;444
19.6106;0
20.1709;0
21.7804;507
22.6868;512
23.7634;520
24.95;523
25.9332;532
26.0266;531
27.2791;537
