0.593262;786
1.71387;810
2.98279;738
4.10889;770
5.31189;748
6.42151;735
8.44849;890
11.1511;731
12.1838;1901
13.3704;1924
14.5459;1934
15.683;1948
16.8585;1971
17.9791;1993
19.1382;2012
20.2643;2063
21.4343;2111
22.5934;2149
23.714;2180
24.906;2141
26.0596;2066
27.2791;2011
28.4491;1966
29.5917;1964
30.7947;1886
31.9812;1838
33.1677;1791
34.2938;1766
35.4968;1732
36.7163;1690
37.8699;1666
39.0454;1633
40.2319;1626
41.358;1651
42.4951;1704
43.6542;1745
44.7803;1799
45.9174;1838
47.4445;0
48.6035;0
49.043;3436
50.202;3436
51.3391;3679
52.5146;3480
53.7012;3413
54.8712;3385
56.1072;2830
57.1509;3585
58.3594;3202
59.5294;3060
60.6995;2987
61.8585;2949
63.0121;2915
64.1711;2892
65.3247;2881
66.4838;2881
67.6538;2884
68.8074;2912
69.9664;2939
71.12;2997
72.2626;3112
74.5587;3541
75.7013;3527
79.1675;3526
80.3265;3520
82.6392;3509
83.8257;3255
86.1823;3011
91.9061;3424
93.1366;2991
102.387;3137
103.453;3940
112.604;3631
138.23;2319
142.839;2339
149.766;2328
150.826;2726
153.089;2997
154.265;2988
155.451;2981
156.621;2965
157.78;2956
158.906;2934
160.076;2934
161.23;2904
162.372;2897
163.526;2897
164.685;2886
167.404;1573
170.497;2786
171.606;2875
172.766;2874
173.919;2882
175.106;2883
176.292;2782
177.418;2883
178.621;2880
179.797;2903
180.95;2898
182.12;2776
187.965;2589
190.355;2268
193.964;1922
195.156;1905
196.326;1847
197.512;1777
198.715;1679
201.094;1531
202.308;1459
203.5;1403
204.637;1380
205.873;1326
207.092;1280
208.202;1286
209.388;1304
210.432;1324
211.608;1348
212.745;1373
213.937;1400
215.057;1428
216.14;1459
217.266;1487
218.452;1526
219.529;1597
220.715;1572
221.874;1550
223.077;1521
224.231;1505
225.401;1476
226.577;1455
227.84;1480
228.906;1535
230.092;1580
231.229;1624
232.295;1687
233.465;1747
234.608;1816
235.734;1881
236.854;1974
237.98;2079
239.09;2171
240.233;2301
241.37;2409
243.605;2708
244.792;2701
245.951;2705
247.094;2767
249.45;2619
250.593;2558
251.763;2454
252.905;2434
254.108;2429
255.372;2104
256.514;2094
257.668;2097
258.843;2095
259.98;2088
262.277;795
263.606;763
264.776;743
265.886;732
267.122;709
268.264;692
269.637;672
270.807;660
271.934;648
273.186;637
274.373;628
275.636;617
276.669;610
277.932;606
279.168;599
280.184;594
281.42;589
282.607;586
283.749;582
284.963;579
286.106;577
287.155;574
288.479;572
289.578;571
290.671;571
291.89;570
293.104;567
294.214;564
295.417;567
296.592;572
297.729;583
298.856;568
300.092;567
301.245;564
302.311;563
303.64;563
304.81;563
305.964;561
307.046;563
308.199;563
309.435;564
310.435;564
311.655;566
312.841;567
313.901;569
315.044;571
316.104;574
317.466;578
318.62;580
319.636;581
320.823;588
321.888;591
323.108;593
324.152;599
325.371;602
326.558;605
327.59;610
328.76;614
330.09;620
331.029;627
332.199;633
333.479;640
334.605;647
335.671;657
336.835;0
337.994;0
339.857;802
341.109;798
342.202;799
343.339;810
344.482;824
345.575;843
346.097;0
347.256;0
348.75;1073
349.887;1069
350.98;1095
351.887;1097
353.139;1076
355.875;766
357.138;758
358.187;767
359.434;776
0.823975;796
1.85669;806
2.98279;738
3.33984;712
4.40552;763
5.31189;748
6.42151;735
8.44849;890
10.058;774
11.3873;756
12.9913;0
13.6395;1925
14.7931;1934
15.9027;1949
16.8585;1971
17.0618;1980
18.2153;1994
19.3414;2022
20.495;2079
21.6541;2121
22.8076;2158
23.9667;2181
24.906;2141
25.1202;2121
26.3397;2056
27.4988;1996
28.6523;1967
29.8114;1962
30.7947;1886
31.0309;1884
32.2009;1828
33.3545;1790
34.5465;1764
35.777;1731
36.98;1686
37.8699;1666
38.139;1655
39.342;1627
40.4791;1627
41.6382;1667
42.7808;1712
43.9178;1755
44.7803;1799
45.0439;1799
46.1536;1862
47.7136;0
48.8727;0
49.3231;3465
50.4822;3435
51.6248;3694
